Transaction_Amount,Transaction_Type,Hour,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent,is_night,is_business_hours,high_velocity,new_account,Amount_Category,Transaction_Type_enc,Device_Used_enc,Location_enc,Payment_Method_enc
49997.8,Bill Payment,1,Desktop,New York,3,78,9,UPI,0,1,0,0,0,Very High,2,0,5,3
2677.12,POS Payment,11,Tablet,San Francisco,4,115,6,Debit Card,0,0,1,0,0,High,4,2,6,1
1974.96,Bank Transfer,18,Desktop,Houston,0,84,1,Debit Card,0,0,0,0,0,High,1,0,2,1
4573.17,Bank Transfer,16,Mobile,Unknown,2,31,6,Credit Card,0,0,1,0,0,High,1,1,8,0
4257,Bank Transfer,15,Unknown,Los Angeles,1,22,3,UPI,0,0,1,0,1,High,1,3,3,3
2277.59,ATM Withdrawal,12,Tablet,San Francisco,1,19,14,UPI,0,0,1,1,1,High,0,2,6,3
5.97,POS Payment,1,Desktop,Los Angeles,0,2,5,Net Banking,0,1,0,0,1,Very Low,4,0,3,2
4505.17,Online Purchase,21,Desktop,Seattle,2,98,2,UPI,0,0,0,0,0,High,3,0,7,3
626.06,Bill Payment,3,Desktop,Los Angeles,1,75,7,Credit Card,0,1,0,0,0,Medium,2,0,3,0
1226.34,Online Purchase,9,Tablet,Unknown,4,39,1,Net Banking,0,0,1,0,0,High,3,2,8,2
766.04,Bank Transfer,18,Tablet,San Francisco,3,84,12,Debit Card,0,0,0,1,0,Medium,1,2,6,1
903.18,POS Payment,13,Desktop,Unknown,0,92,10,UPI,0,0,1,0,0,Medium,4,0,8,3
4015.37,Online Purchase,4,Unknown Device,Boston,1,84,12,Credit Card,0,1,0,1,0,High,3,4,0,0
2899.61,Online Purchase,10,Unknown,Houston,0,117,2,UPI,0,0,1,0,0,High,3,3,2,3
4780.7,Bank Transfer,11,Desktop,Houston,3,38,1,Debit Card,0,0,1,0,0,High,1,0,2,1
1161.11,Bank Transfer,8,Tablet,New York,0,93,3,UPI,0,0,0,0,0,High,1,2,5,3
2524.1,Online Purchase,4,Tablet,Los Angeles,1,54,8,Net Banking,0,1,0,0,0,High,3,2,3,2
4887.25,Online Purchase,14,Desktop,New York,2,75,4,Credit Card,0,0,1,0,0,High,3,0,5,0
2524.1,ATM Withdrawal,21,Mobile,Los Angeles,0,70,5,Net Banking,0,0,0,0,0,High,0,1,3,2
3644.44,POS Payment,4,Mobile,Seattle,0,9,5,Net Banking,0,1,0,0,1,High,4,1,7,2
948.93,Bank Transfer,8,Desktop,Chicago,1,30,3,Debit Card,0,0,0,0,0,Medium,1,0,1,1
3848.18,Bill Payment,14,Tablet,Chicago,1,77,2,Net Banking,0,0,1,0,0,High,2,2,1,2
1741.09,Bill Payment,22,Mobile,Houston,2,41,10,Unknown,0,1,0,0,0,High,2,1,2,4
2655.03,Bank Transfer,4,Mobile,Los Angeles,1,90,3,Unknown,0,1,0,0,0,High,1,1,3,4
3047.76,POS Payment,11,Tablet,Unknown,0,92,1,Net Banking,0,0,1,0,0,High,4,2,8,2
3048.77,Bill Payment,22,Desktop,Boston,3,111,13,Credit Card,0,1,0,1,0,High,2,0,0,0
3633.98,ATM Withdrawal,17,Mobile,Seattle,4,47,10,Unknown,0,0,1,0,0,High,0,1,7,4
3310.2,Bank Transfer,23,Desktop,Houston,4,33,8,Debit Card,0,1,0,0,0,High,1,0,2,1
346.51,Bill Payment,6,Desktop,Boston,1,42,3,UPI,1,0,0,0,0,Low,2,0,0,3
2289.45,Bill Payment,17,Desktop,San Francisco,0,99,4,UPI,0,0,1,0,0,High,2,0,6,3
3321.79,Bank Transfer,2,Tablet,New York,4,32,13,Unknown,0,1,0,1,0,High,1,2,5,4
1483.48,POS Payment,23,Tablet,Houston,4,107,1,Credit Card,0,1,0,0,0,High,4,2,2,0
1568.72,Bank Transfer,12,Unknown Device,Boston,4,4,5,Debit Card,0,0,1,0,1,High,1,4,0,1
627.21,Online Purchase,20,Tablet,San Francisco,3,54,11,Debit Card,0,0,0,0,0,Medium,3,2,6,1
2095.98,Bill Payment,17,Tablet,San Francisco,3,75,14,Debit Card,0,0,1,1,0,High,2,2,6,1
4934.22,Online Purchase,9,Tablet,Boston,0,48,11,Net Banking,0,0,1,0,0,High,3,2,0,2
1430.17,POS Payment,6,Mobile,Los Angeles,2,106,2,Credit Card,0,0,0,0,0,High,4,1,3,0
2659.53,Online Purchase,17,Tablet,Seattle,0,104,1,Net Banking,0,0,1,0,0,High,3,2,7,2
2524.1,POS Payment,18,Tablet,New York,2,16,10,UPI,0,0,0,0,1,High,4,2,5,3
72.42,Bank Transfer,0,Tablet,Boston,4,45,9,Debit Card,1,1,0,0,0,Very Low,1,2,0,1
4502.7,ATM Withdrawal,8,Mobile,Houston,4,9,11,Debit Card,0,0,0,0,1,High,0,1,2,1
1935.82,ATM Withdrawal,20,Tablet,Houston,4,84,13,UPI,0,0,0,1,0,High,0,2,2,3
4346.23,Bank Transfer,15,Desktop,Los Angeles,3,31,3,UPI,0,0,1,0,0,High,1,0,3,3
199.54,Bill Payment,16,Tablet,New York,2,50,7,UPI,0,0,1,0,0,Low,2,2,5,3
732.59,POS Payment,17,Mobile,San Francisco,2,26,14,Credit Card,0,0,1,1,1,Medium,4,1,6,0
1616.03,Online Purchase,8,Mobile,Boston,3,104,10,Net Banking,0,0,0,0,0,High,3,1,0,2
1730.58,ATM Withdrawal,13,Mobile,Miami,1,64,7,Credit Card,0,0,1,0,0,High,0,1,4,0
4239.73,Online Purchase,23,Desktop,Boston,3,10,12,UPI,0,1,0,1,1,High,3,0,0,3
60.95,Online Purchase,16,Desktop,Unknown,3,39,14,Credit Card,0,0,1,1,0,Very Low,3,0,8,0
3207.35,Online Purchase,9,Unknown,Los Angeles,1,76,6,Debit Card,0,0,1,0,0,High,3,3,3,1
660.91,Bill Payment,9,Mobile,Los Angeles,1,100,5,Credit Card,0,0,1,0,0,Medium,2,1,3,0
4116.96,ATM Withdrawal,21,Desktop,Miami,1,40,3,UPI,0,0,0,0,0,High,0,0,4,3
3893.97,Online Purchase,20,Tablet,San Francisco,3,66,4,Debit Card,0,0,0,0,0,High,3,2,6,1
49997.8,Online Purchase,18,Tablet,San Francisco,2,85,2,Net Banking,0,0,0,0,0,Very High,3,2,6,2
1067.37,ATM Withdrawal,19,Unknown,San Francisco,2,12,2,Debit Card,0,0,0,0,1,High,0,3,6,1
3174.3,Online Purchase,9,Mobile,Los Angeles,0,70,4,Unknown,0,0,1,0,0,High,3,1,3,4
785.51,POS Payment,21,Mobile,Chicago,4,102,12,UPI,0,0,0,1,0,Medium,4,1,1,3
954.17,ATM Withdrawal,12,Unknown Device,Chicago,3,116,12,Debit Card,0,0,1,1,0,Medium,0,4,1,1
3135.32,Online Purchase,11,Mobile,Chicago,4,72,10,Debit Card,0,0,1,0,0,High,3,1,1,1
4956.19,Bill Payment,11,Tablet,Los Angeles,2,39,3,Credit Card,0,0,1,0,0,High,2,2,3,0
4455.85,POS Payment,23,Tablet,Miami,4,7,13,Credit Card,0,1,0,1,1,High,4,2,4,0
2967.57,Bank Transfer,7,Desktop,Miami,4,84,3,Debit Card,0,0,0,0,0,High,1,0,4,1
2694.99,Bill Payment,3,Mobile,Boston,1,60,11,UPI,0,1,0,0,0,High,2,1,0,3
4991.93,Bank Transfer,12,Mobile,San Francisco,1,109,13,Credit Card,1,0,1,1,0,High,1,1,6,0
2739.25,Bank Transfer,23,Unknown,Chicago,2,12,3,Credit Card,0,1,0,0,1,High,1,3,1,0
2103.48,Online Purchase,2,Tablet,Houston,4,93,14,Net Banking,0,1,0,1,0,High,3,2,2,2
4548.23,POS Payment,23,Desktop,Chicago,0,101,12,Net Banking,0,1,0,1,0,High,4,0,1,2
1174.75,Online Purchase,14,Desktop,New York,0,66,2,UPI,0,0,1,0,0,High,3,0,5,3
492.14,Bill Payment,12,Unknown,Miami,2,101,14,UPI,0,0,1,1,0,Low,2,3,4,3
2524.1,Bank Transfer,6,Mobile,Los Angeles,1,67,4,Unknown,0,0,0,0,0,High,1,1,3,4
483.77,Online Purchase,7,Tablet,Houston,1,95,5,Debit Card,0,0,0,0,0,Low,3,2,2,1
1868.88,Bill Payment,17,Tablet,Miami,1,6,9,UPI,0,0,1,0,1,High,2,2,4,3
49997.8,Bill Payment,0,Mobile,Houston,4,4,14,Credit Card,0,1,0,1,1,Very High,2,1,2,0
2739.95,Bank Transfer,11,Unknown,Seattle,4,63,14,UPI,0,0,1,1,0,High,1,3,7,3
4958.34,Online Purchase,9,Desktop,Los Angeles,4,32,9,Net Banking,0,0,1,0,0,High,3,0,3,2
1108.8,POS Payment,13,Tablet,Houston,4,50,14,Net Banking,0,0,1,1,0,High,4,2,2,2
1881.9,Bill Payment,17,Tablet,Los Angeles,1,19,9,Debit Card,1,0,1,0,1,High,2,2,3,1
665.54,Online Purchase,12,Desktop,Chicago,0,79,6,Debit Card,0,0,1,0,0,Medium,3,0,1,1
3040.03,POS Payment,4,Desktop,Boston,3,11,2,Debit Card,1,1,0,0,1,High,4,0,0,1
3639.73,Bank Transfer,8,Mobile,Boston,0,94,4,Net Banking,0,0,0,0,0,High,1,1,0,2
2524.1,POS Payment,23,Tablet,Unknown,0,25,14,Credit Card,0,1,0,1,1,High,4,2,8,0
49997.8,Bank Transfer,22,Unknown,Miami,0,41,10,Credit Card,0,1,0,0,0,Very High,1,3,4,0
3106.34,Bill Payment,19,Tablet,Miami,4,117,8,Net Banking,0,0,0,0,0,High,2,2,4,2
2698.09,ATM Withdrawal,11,Mobile,Unknown,2,111,10,Credit Card,0,0,1,0,0,High,0,1,8,0
860.07,ATM Withdrawal,15,Mobile,Boston,1,13,13,Net Banking,0,0,1,1,1,Medium,0,1,0,2
2031.38,Bill Payment,10,Mobile,Houston,0,69,12,Debit Card,0,0,1,1,0,High,2,1,2,1
2178.81,POS Payment,2,Desktop,Seattle,3,113,7,Debit Card,0,1,0,0,0,High,4,0,7,1
4913.18,ATM Withdrawal,19,Mobile,San Francisco,1,65,6,Net Banking,0,0,0,0,0,High,0,1,6,2
4247.18,Bank Transfer,14,Unknown,New York,1,84,11,Net Banking,0,0,1,0,0,High,1,3,5,2
3673.18,Bill Payment,7,Unknown,Chicago,3,49,10,Debit Card,0,0,0,0,0,High,2,3,1,1
4444.44,Online Purchase,12,Tablet,San Francisco,2,48,9,Net Banking,0,0,1,0,0,High,3,2,6,2
3678.74,ATM Withdrawal,5,Tablet,Los Angeles,2,119,9,Debit Card,0,1,0,0,0,High,0,2,3,1
4517.49,POS Payment,11,Tablet,Miami,0,109,8,Unknown,0,0,1,0,0,High,4,2,4,4
277.49,Bill Payment,19,Mobile,New York,3,27,10,UPI,0,0,0,0,1,Low,2,1,5,3
2283.05,ATM Withdrawal,2,Tablet,Houston,1,76,5,Debit Card,0,1,0,0,0,High,0,2,2,1
3735.76,ATM Withdrawal,7,Mobile,Miami,4,52,5,Unknown,0,0,0,0,0,High,0,1,4,4
2918.56,Bill Payment,17,Tablet,Chicago,4,75,5,UPI,0,0,1,0,0,High,2,2,1,3
879.95,Online Purchase,7,Tablet,Boston,3,100,1,Unknown,0,0,0,0,0,Medium,3,2,0,4
1705.76,Bill Payment,20,Mobile,Los Angeles,3,12,3,Net Banking,0,0,0,0,1,High,2,1,3,2
1592.28,Online Purchase,8,Tablet,Chicago,3,22,5,Credit Card,0,0,0,0,1,High,3,2,1,0
1310.43,Bill Payment,12,Desktop,Chicago,4,72,5,Unknown,0,0,1,0,0,High,2,0,1,4
1718.96,Bank Transfer,9,Tablet,Seattle,4,59,5,UPI,0,0,1,0,0,High,1,2,7,3
2576.69,Bank Transfer,14,Desktop,Miami,0,24,4,UPI,0,0,1,0,1,High,1,0,4,3
4275.07,Bill Payment,7,Desktop,Chicago,2,23,6,Debit Card,0,0,0,0,1,High,2,0,1,1
3711.45,Online Purchase,14,Mobile,Houston,2,97,6,Debit Card,0,0,1,0,0,High,3,1,2,1
4177.07,ATM Withdrawal,18,Desktop,Seattle,0,28,9,Net Banking,0,0,0,0,1,High,0,0,7,2
4418.6,Bill Payment,3,Tablet,Houston,1,50,7,Debit Card,0,1,0,0,0,High,2,2,2,1
2083.67,ATM Withdrawal,11,Mobile,Los Angeles,0,15,14,Debit Card,1,0,1,1,1,High,0,1,3,1
1733.4,Bill Payment,8,Tablet,Los Angeles,4,25,5,Debit Card,0,0,0,0,1,High,2,2,3,1
292.83,POS Payment,5,Tablet,San Francisco,4,78,12,Debit Card,0,1,0,1,0,Low,4,2,6,1
4652.81,Online Purchase,14,Tablet,Los Angeles,0,2,6,Net Banking,0,0,1,0,1,High,3,2,3,2
333.79,POS Payment,18,Tablet,New York,4,18,8,Debit Card,0,0,0,0,1,Low,4,2,5,1
3706.97,POS Payment,23,Desktop,Boston,1,24,6,Credit Card,0,1,0,0,1,High,4,0,0,0
1893.65,Online Purchase,12,Desktop,Houston,4,9,9,Net Banking,0,0,1,0,1,High,3,0,2,2
4744.16,Bill Payment,8,Mobile,Los Angeles,1,24,2,Credit Card,0,0,0,0,1,High,2,1,3,0
2100.91,Online Purchase,10,Mobile,Miami,2,20,1,Unknown,0,0,1,0,1,High,3,1,4,4
4083.96,Online Purchase,11,Desktop,Chicago,0,77,5,Credit Card,0,0,1,0,0,High,3,0,1,0
1416.86,Bank Transfer,17,Mobile,Houston,4,35,5,Net Banking,1,0,1,0,0,High,1,1,2,2
1498.95,Bank Transfer,11,Tablet,Miami,2,105,11,Unknown,0,0,1,0,0,High,1,2,4,4
2979.62,ATM Withdrawal,20,Mobile,New York,1,45,12,Net Banking,1,0,0,1,0,High,0,1,5,2
4989.92,Online Purchase,15,Mobile,New York,3,93,3,Net Banking,0,0,1,0,0,High,3,1,5,2
2590.27,POS Payment,12,Tablet,San Francisco,4,24,14,Credit Card,0,0,1,1,1,High,4,2,6,0
4681.86,POS Payment,2,Desktop,Boston,2,64,7,Net Banking,0,1,0,0,0,High,4,0,0,2
3932.32,Bank Transfer,0,Unknown Device,Chicago,4,62,5,Debit Card,0,1,0,0,0,High,1,4,1,1
3980.34,Online Purchase,20,Mobile,New York,1,48,1,Net Banking,0,0,0,0,0,High,3,1,5,2
2182.62,Bill Payment,6,Desktop,Los Angeles,3,75,4,Credit Card,0,0,0,0,0,High,2,0,3,0
1935.78,Bank Transfer,17,Mobile,Houston,4,23,1,Net Banking,0,0,1,0,1,High,1,1,2,2
963.65,Bank Transfer,1,Desktop,Boston,4,66,2,Credit Card,0,1,0,0,0,Medium,1,0,0,0
4819.89,POS Payment,10,Mobile,Unknown,1,47,2,Credit Card,0,0,1,0,0,High,4,1,8,0
4797.17,Bill Payment,2,Tablet,San Francisco,3,26,8,UPI,0,1,0,0,1,High,2,2,6,3
3736.6,Bill Payment,9,Tablet,Unknown,3,31,4,Net Banking,0,0,1,0,0,High,2,2,8,2
1484.78,POS Payment,12,Tablet,Houston,4,5,3,Net Banking,0,0,1,0,1,High,4,2,2,2
1229.67,POS Payment,23,Unknown,New York,0,27,12,Net Banking,0,1,0,1,1,High,4,3,5,2
4943.11,POS Payment,21,Mobile,San Francisco,3,70,10,UPI,0,0,0,0,0,High,4,1,6,3
337.38,Bill Payment,18,Desktop,Houston,4,24,8,Debit Card,0,0,0,0,1,Low,2,0,2,1
4218.6,Bill Payment,18,Tablet,Houston,0,62,7,Credit Card,1,0,0,0,0,High,2,2,2,0
1780.51,Bank Transfer,9,Mobile,New York,2,30,11,Credit Card,0,0,1,0,0,High,1,1,5,0
2097.25,ATM Withdrawal,22,Mobile,Chicago,4,38,13,UPI,0,1,0,1,0,High,0,1,1,3
4160.73,Bank Transfer,12,Mobile,Houston,4,13,10,Unknown,0,0,1,0,1,High,1,1,2,4
457.56,Online Purchase,2,Desktop,San Francisco,0,2,10,Net Banking,0,1,0,0,1,Low,3,0,6,2
1774.08,ATM Withdrawal,1,Mobile,Houston,0,4,4,UPI,0,1,0,0,1,High,0,1,2,3
4760.36,Bill Payment,20,Desktop,Houston,2,100,7,Debit Card,0,0,0,0,0,High,2,0,2,1
2524.1,Bank Transfer,12,Tablet,San Francisco,1,83,11,Credit Card,0,0,1,0,0,High,1,2,6,0
3775.92,Bill Payment,15,Tablet,Chicago,2,115,3,UPI,0,0,1,0,0,High,2,2,1,3
3788.74,ATM Withdrawal,16,Tablet,Los Angeles,1,2,1,Net Banking,0,0,1,0,1,High,0,2,3,2
307.55,Bill Payment,12,Tablet,Miami,2,57,13,Credit Card,0,0,1,1,0,Low,2,2,4,0
1020.02,Bank Transfer,16,Mobile,Chicago,1,111,2,Net Banking,0,0,1,0,0,High,1,1,1,2
2458.86,ATM Withdrawal,19,Desktop,Unknown,1,41,10,Net Banking,0,0,0,0,0,High,0,0,8,2
1843.91,Bank Transfer,23,Mobile,New York,3,74,7,UPI,0,1,0,0,0,High,1,1,5,3
2057.51,Bank Transfer,7,Mobile,Seattle,3,110,14,Debit Card,0,0,0,1,0,High,1,1,7,1
3908.33,Bill Payment,5,Desktop,San Francisco,0,39,14,Net Banking,0,1,0,1,0,High,2,0,6,2
78.32,ATM Withdrawal,22,Mobile,Chicago,2,79,7,UPI,0,1,0,0,0,Very Low,0,1,1,3
3304.16,Bill Payment,7,Tablet,Chicago,3,22,10,Net Banking,0,0,0,0,1,High,2,2,1,2
5.55,ATM Withdrawal,22,Desktop,Boston,3,115,14,Net Banking,0,1,0,1,0,Very Low,0,0,0,2
319.98,Online Purchase,1,Desktop,Los Angeles,4,38,13,Debit Card,0,1,0,1,0,Low,3,0,3,1
2044.39,Online Purchase,21,Mobile,New York,2,114,13,Net Banking,0,0,0,1,0,High,3,1,5,2
4205.54,ATM Withdrawal,19,Unknown Device,New York,1,13,7,UPI,0,0,0,0,1,High,0,4,5,3
729.25,Bill Payment,16,Mobile,Houston,3,18,14,Debit Card,0,0,1,1,1,Medium,2,1,2,1
2775.33,POS Payment,11,Mobile,Miami,0,102,5,Net Banking,0,0,1,0,0,High,4,1,4,2
3394.13,ATM Withdrawal,0,Tablet,Miami,4,113,8,Credit Card,0,1,0,0,0,High,0,2,4,0
1151.52,Bank Transfer,4,Tablet,Boston,3,74,5,Net Banking,1,1,0,0,0,High,1,2,0,2
49997.8,Online Purchase,18,Tablet,Miami,4,109,12,Unknown,0,0,0,1,0,Very High,3,2,4,4
4557.48,ATM Withdrawal,12,Mobile,Boston,0,27,9,Unknown,1,0,1,0,1,High,0,1,0,4
2563.58,ATM Withdrawal,12,Mobile,Boston,1,82,4,UPI,0,0,1,0,0,High,0,1,0,3
790.83,ATM Withdrawal,12,Desktop,New York,1,77,2,Net Banking,0,0,1,0,0,Medium,0,0,5,2
3140.93,Bank Transfer,22,Desktop,Los Angeles,4,110,9,UPI,0,1,0,0,0,High,1,0,3,3
2963.04,Bill Payment,9,Mobile,Houston,1,29,14,UPI,0,0,1,1,1,High,2,1,2,3
139.64,POS Payment,21,Tablet,New York,3,39,2,Debit Card,1,0,0,0,0,Low,4,2,5,1
2524.1,Bank Transfer,3,Mobile,Seattle,1,117,1,Net Banking,0,1,0,0,0,High,1,1,7,2
788.12,POS Payment,22,Mobile,Houston,1,60,8,Net Banking,0,1,0,0,0,Medium,4,1,2,2
685.76,Online Purchase,10,Mobile,Seattle,4,50,6,Net Banking,0,0,1,0,0,Medium,3,1,7,2
1301.03,POS Payment,19,Desktop,Houston,1,21,4,Net Banking,1,0,0,0,1,High,4,0,2,2
2273.26,POS Payment,5,Mobile,Houston,0,108,14,Net Banking,0,1,0,1,0,High,4,1,2,2
2524.1,Online Purchase,2,Mobile,Chicago,4,54,6,Debit Card,0,1,0,0,0,High,3,1,1,1
4453.8,Bank Transfer,4,Unknown,Seattle,1,109,3,UPI,0,1,0,0,0,High,1,3,7,3
3062.49,Bank Transfer,11,Mobile,Los Angeles,0,89,7,UPI,0,0,1,0,0,High,1,1,3,3
49997.8,Online Purchase,0,Desktop,Los Angeles,0,104,9,Debit Card,0,1,0,0,0,Very High,3,0,3,1
2637.56,Bank Transfer,12,Mobile,Miami,2,44,10,Debit Card,0,0,1,0,0,High,1,1,4,1
453.9,Bill Payment,10,Desktop,Chicago,1,4,14,Debit Card,0,0,1,1,1,Low,2,0,1,1
2319.12,POS Payment,13,Mobile,Houston,3,58,3,UPI,1,0,1,0,0,High,4,1,2,3
4111.05,Bank Transfer,13,Desktop,Unknown,4,44,13,Debit Card,0,0,1,1,0,High,1,0,8,1
974.55,POS Payment,21,Mobile,Boston,3,87,9,Credit Card,0,0,0,0,0,Medium,4,1,0,0
460.62,Bank Transfer,13,Tablet,New York,3,21,8,Credit Card,0,0,1,0,1,Low,1,2,5,0
1650.53,POS Payment,2,Mobile,Houston,4,62,12,Unknown,0,1,0,1,0,High,4,1,2,4
1947.54,Online Purchase,13,Desktop,New York,2,10,14,UPI,0,0,1,1,1,High,3,0,5,3
1534.76,Online Purchase,0,Tablet,Los Angeles,3,59,11,Debit Card,0,1,0,0,0,High,3,2,3,1
680.53,Online Purchase,8,Unknown Device,Chicago,3,100,1,Net Banking,0,0,0,0,0,Medium,3,4,1,2
1257.95,Bill Payment,21,Desktop,San Francisco,1,23,11,Net Banking,0,0,0,0,1,High,2,0,6,2
3413,Bill Payment,8,Desktop,Chicago,3,24,5,Net Banking,0,0,0,0,1,High,2,0,1,2
1932.71,Online Purchase,12,Tablet,Seattle,2,97,5,Debit Card,0,0,1,0,0,High,3,2,7,1
3164.58,POS Payment,5,Tablet,Miami,0,45,12,UPI,0,1,0,1,0,High,4,2,4,3
2683.84,Online Purchase,2,Unknown,San Francisco,2,50,5,Debit Card,0,1,0,0,0,High,3,3,6,1
2747.52,Online Purchase,7,Mobile,Houston,0,4,5,Unknown,0,0,0,0,1,High,3,1,2,4
1246.51,ATM Withdrawal,5,Unknown,Houston,1,39,7,Net Banking,0,1,0,0,0,High,0,3,2,2
2610.11,Bill Payment,12,Tablet,New York,0,35,4,Debit Card,0,0,1,0,0,High,2,2,5,1
122.86,Bill Payment,2,Tablet,Unknown,4,27,11,Debit Card,0,1,0,0,1,Low,2,2,8,1
2161.56,Online Purchase,14,Mobile,Los Angeles,4,95,3,UPI,0,0,1,0,0,High,3,1,3,3
2865.25,Online Purchase,12,Desktop,Los Angeles,3,57,6,Debit Card,0,0,1,0,0,High,3,0,3,1
914.07,ATM Withdrawal,23,Tablet,Miami,1,52,1,Net Banking,0,1,0,0,0,Medium,0,2,4,2
1286.51,ATM Withdrawal,3,Mobile,San Francisco,1,96,9,Net Banking,0,1,0,0,0,High,0,1,6,2
1101.56,Bill Payment,14,Desktop,Chicago,3,96,8,Net Banking,0,0,1,0,0,High,2,0,1,2
357.44,Bill Payment,0,Desktop,New York,3,58,9,Unknown,0,1,0,0,0,Low,2,0,5,4
1742.55,Bill Payment,4,Desktop,Unknown,1,114,4,UPI,0,1,0,0,0,High,2,0,8,3
4894.93,Bill Payment,13,Mobile,New York,2,40,3,Unknown,0,0,1,0,0,High,2,1,5,4
2524.1,POS Payment,9,Desktop,Boston,1,35,13,Net Banking,0,0,1,1,0,High,4,0,0,2
2305.38,Online Purchase,17,Desktop,Seattle,2,102,12,Net Banking,0,0,1,1,0,High,3,0,7,2
3267.17,POS Payment,20,Desktop,San Francisco,0,61,8,Credit Card,0,0,0,0,0,High,4,0,6,0
3244.25,Bank Transfer,0,Mobile,Seattle,0,87,2,Credit Card,0,1,0,0,0,High,1,1,7,0
4749.73,Bill Payment,14,Tablet,Los Angeles,1,34,1,Net Banking,0,0,1,0,0,High,2,2,3,2
4288.53,Bill Payment,2,Desktop,Seattle,1,49,7,Debit Card,0,1,0,0,0,High,2,0,7,1
3970.78,Online Purchase,13,Tablet,Miami,2,72,8,Credit Card,0,0,1,0,0,High,3,2,4,0
4758.38,Bill Payment,22,Desktop,Los Angeles,0,7,11,UPI,0,1,0,0,1,High,2,0,3,3
1157.67,Bill Payment,11,Mobile,Miami,2,36,8,Net Banking,0,0,1,0,0,High,2,1,4,2
3087.19,POS Payment,6,Mobile,Los Angeles,2,48,12,Net Banking,0,0,0,1,0,High,4,1,3,2
4436.55,Bank Transfer,19,Mobile,Boston,1,25,6,Credit Card,0,0,0,0,1,High,1,1,0,0
3122.57,POS Payment,13,Desktop,Miami,2,78,5,UPI,0,0,1,0,0,High,4,0,4,3
4887.22,ATM Withdrawal,18,Mobile,Chicago,4,9,3,Credit Card,0,0,0,0,1,High,0,1,1,0
506.26,Bill Payment,3,Tablet,New York,1,101,11,UPI,0,1,0,0,0,Medium,2,2,5,3
2199.46,POS Payment,19,Mobile,Seattle,2,41,14,Debit Card,0,0,0,1,0,High,4,1,7,1
4886.93,Online Purchase,12,Mobile,Los Angeles,4,114,8,UPI,0,0,1,0,0,High,3,1,3,3
2524.1,Bank Transfer,13,Tablet,Los Angeles,0,39,12,Credit Card,1,0,1,1,0,High,1,2,3,0
3699.08,Bank Transfer,7,Mobile,San Francisco,3,29,5,Credit Card,0,0,0,0,1,High,1,1,6,0
156.86,Online Purchase,17,Desktop,Houston,3,84,2,UPI,0,0,1,0,0,Low,3,0,2,3
3475.71,Online Purchase,4,Tablet,Seattle,4,12,13,Debit Card,0,1,0,1,1,High,3,2,7,1
4673.46,Bill Payment,20,Mobile,San Francisco,2,54,4,Net Banking,0,0,0,0,0,High,2,1,6,2
1916.62,Bank Transfer,10,Tablet,Boston,4,119,10,Net Banking,0,0,1,0,0,High,1,2,0,2
111.39,Online Purchase,20,Tablet,San Francisco,3,20,13,Debit Card,0,0,0,1,1,Low,3,2,6,1
144.41,ATM Withdrawal,23,Desktop,Houston,3,67,13,UPI,0,1,0,1,0,Low,0,0,2,3
4460.66,Bank Transfer,8,Desktop,San Francisco,3,57,12,Debit Card,0,0,0,1,0,High,1,0,6,1
3613.97,Online Purchase,0,Tablet,Houston,3,27,9,Debit Card,0,1,0,0,1,High,3,2,2,1
2524.1,POS Payment,5,Tablet,New York,0,70,12,Credit Card,1,1,0,1,0,High,4,2,5,0
277.68,Online Purchase,7,Mobile,Miami,4,75,1,Credit Card,0,0,0,0,0,Low,3,1,4,0
4025.1,Bank Transfer,0,Tablet,New York,2,116,1,Debit Card,0,1,0,0,0,High,1,2,5,1
4050.25,Bill Payment,3,Mobile,Seattle,0,40,5,Debit Card,0,1,0,0,0,High,2,1,7,1
607.01,ATM Withdrawal,12,Unknown Device,Houston,1,11,1,Debit Card,0,0,1,0,1,Medium,0,4,2,1
1511.09,Online Purchase,11,Mobile,Boston,1,73,12,Credit Card,0,0,1,1,0,High,3,1,0,0
3901.23,Bank Transfer,23,Mobile,Houston,2,91,14,Debit Card,1,1,0,1,0,High,1,1,2,1
2629.43,Online Purchase,23,Desktop,Unknown,3,2,8,Debit Card,0,1,0,0,1,High,3,0,8,1
4783.14,Online Purchase,20,Mobile,New York,1,45,11,Debit Card,0,0,0,0,0,High,3,1,5,1
2524.1,Bank Transfer,3,Desktop,Miami,1,88,5,Net Banking,0,1,0,0,0,High,1,0,4,2
3386.4,POS Payment,14,Mobile,Chicago,3,20,2,Credit Card,0,0,1,0,1,High,4,1,1,0
2551.37,Bank Transfer,9,Mobile,Miami,4,55,6,UPI,0,0,1,0,0,High,1,1,4,3
4715.11,Bank Transfer,6,Mobile,Los Angeles,4,61,7,Credit Card,0,0,0,0,0,High,1,1,3,0
2524.1,Bill Payment,18,Mobile,Miami,4,109,11,Unknown,1,0,0,0,0,High,2,1,4,4
1152.83,Online Purchase,0,Mobile,Houston,3,73,10,Credit Card,0,1,0,0,0,High,3,1,2,0
1636.54,Online Purchase,8,Desktop,New York,0,92,11,Debit Card,0,0,0,0,0,High,3,0,5,1
4264.61,Bank Transfer,4,Unknown Device,Boston,4,33,8,Net Banking,0,1,0,0,0,High,1,4,0,2
